Series Number,Episode Number,Episode Type,Title,Episode Date,Author Id,Doctor Id,Notes
38,1,Revised,Spyfall - Part 1 ,01-Jan-20,81,13,
38,2,Revised,Spyfall - Part 2 ,05-Jan-20,81,13,
38,3,Revised,Orphan 55 ,12-Jan-20,100,13,
38,4,Revised,Nikola Tesla's Night of Terror,19-Jan-20,101,13,
38,5,Revised,Fugitive of the Judoon,26-Jan-20,81,13,
38,6,Revised,Praxeus,02-Feb-20,81,13,
38,7,Revised,Can You Hear Me?,09-Feb-20,81,13,
38,8,Revised,The Haunting of Villa Diodati,16-Feb-20,103,13,
38,9,Revised,Ascension of the Cybermen,23-Feb-20,81,13,
38,10,Revised,The Timeless Children ,01-Mar-20,81,13,
38,11,Special,Revolution of the Daleks,01-Jan-21,81,13,
